timestamp,position,gt_position,action,gt_action,response_time,sync,is_action_correct,is_position_correct
1615644985.5683231,3 2 1,3 1 2,hair,hair,0.002001523971557617,0.005,True,False
1615644985.5743291,3 2 1,1 3 2,hair,hair,0.002002239227294922,0.005,True,False
1615644985.5803342,3 2 1,2 3 1,hair,hair,0.003002643585205078,0.005,True,False
1615644985.5853388,3 2 1,1 2 3,hair,hair,0.0020017623901367188,0.005,True,False
1615644985.5953476,3 2 1,1 3 2,hair,hair,0.006004810333251953,0.005,True,False
1615644985.6043558,3 2 1,2 1 3,hair,hair,0.004003763198852539,0.005,True,False
1615644985.6093607,3 2 1,2 3 1,hair,hair,0.0020017623901367188,0.005,True,False
1615644985.616367,3 2 1,3 1 2,hair,hair,0.0030024051666259766,0.005,True,False
1615644985.6223724,3 2 1,1 2 3,hair,hair,0.0020020008087158203,0.005,True,False
1615644985.628378,3 2 1,3 2 1,hair,hair,0.0020020008087158203,0.005,True,True
1615644985.6353843,3 2 1,3 1 2,hair,hair,0.0030028820037841797,0.005,True,False
1615644985.6423907,3 2 1,2 3 1,hair,hair,0.003002643585205078,0.005,True,False
1615644985.6473956,3 2 1,1 2 3,hair,hair,0.001001596450805664,0.005,True,False
1615644985.6534004,3 2 1,3 1 2,hair,hair,0.0020012855529785156,0.005,True,False
1615644985.6594062,3 2 1,2 3 1,hair,hair,0.0020017623901367188,0.005,True,False
1615644985.6664128,3 2 1,3 2 1,hair,hair,0.0020020008087158203,0.005,True,True
1615644985.6724179,3 2 1,2 3 1,hair,hair,0.0020017623901367188,0.005,True,False
1615644985.6794252,3 2 1,1 3 2,hair,hair,0.0020029544830322266,0.005,True,False
1615644985.68543,3 2 1,2 3 1,hair,hair,0.0020020008087158203,0.005,True,False
1615644985.6904342,3 2 1,1 2 3,hair,hair,0.0020017623901367188,0.005,True,False
1615644985.6964397,3 2 1,1 2 3,hair,hair,0.002001523971557617,0.005,True,False
1615644985.7034464,3 2 1,2 3 1,hair,hair,0.0030024051666259766,0.005,True,False
1615644985.7094517,3 2 1,2 3 1,hair,hair,0.003002166748046875,0.005,True,False
1615644985.7154574,3 2 1,3 1 2,hair,hair,0.002001047134399414,0.005,True,False
1615644985.7214627,3 2 1,3 1 2,hair,hair,0.0020003318786621094,0.005,True,False
1615644985.727468,3 2 1,2 1 3,hair,hair,0.002001047134399414,0.005,True,False
1615644985.7344744,3 2 1,2 1 3,hair,hair,0.003002643585205078,0.005,True,False
1615644985.7394788,3 2 1,2 1 3,hair,hair,0.0020012855529785156,0.005,True,False
1615644985.744484,3 2 1,3 1 2,hair,hair,0.0020017623901367188,0.005,True,False
1615644985.7504892,3 2 1,2 1 3,hair,hair,0.002002239227294922,0.005,True,False
1615644985.7564948,3 2 1,1 3 2,hair,hair,0.0020017623901367188,0.005,True,False
1615644985.7635005,3 2 1,2 3 1,hair,hair,0.0020012855529785156,0.005,True,False
1615644985.769506,3 2 1,2 3 1,hair,hair,0.002001523971557617,0.005,True,False
1615644985.7755117,3 2 1,1 3 2,hair,hair,0.0030024051666259766,0.005,True,False
1615644985.780517,3 2 1,3 1 2,hair,hair,0.0020024776458740234,0.005,True,False
1615644985.7855208,3 2 1,3 2 1,hair,hair,0.0010006427764892578,0.005,True,True
1615644985.7905254,3 2 1,2 1 3,hair,hair,0.0020017623901367188,0.005,True,False
1615644985.7975316,3 2 1,2 3 1,hair,hair,0.002001047134399414,0.005,True,False
1615644985.804539,3 2 1,2 3 1,hair,hair,0.0030028820037841797,0.005,True,False
1615644985.8095427,3 2 1,3 1 2,hair,hair,0.0020017623901367188,0.005,True,False
1615644985.821554,3 2 1,2 3 1,hair,hair,0.007006168365478516,0.005,True,False
1615644985.8265588,3 2 1,2 3 1,hair,hair,0.0010013580322265625,0.005,True,False
1615644985.8325636,3 2 1,1 3 2,hair,hair,0.0020017623901367188,0.005,True,False
1615644985.8385692,3 2 1,2 3 1,hair,hair,0.0020017623901367188,0.005,True,False
1615644985.843574,3 2 1,3 2 1,hair,hair,0.0010013580322265625,0.005,True,True
1615644985.8495793,3 2 1,1 2 3,hair,hair,0.0020020008087158203,0.005,True,False
1615644985.8555849,3 2 1,3 2 1,hair,hair,0.002002239227294922,0.005,True,True
1615644985.8625915,3 2 1,3 1 2,hair,hair,0.0020020008087158203,0.005,True,False
1615644985.8695972,3 2 1,1 2 3,hair,hair,0.003002166748046875,0.005,True,False
1615644985.8756034,3 2 1,1 2 3,hair,hair,0.0020020008087158203,0.005,True,False
1615644985.8816082,3 2 1,1 3 2,hair,hair,0.0010006427764892578,0.005,True,False
1615644985.886613,3 2 1,2 3 1,hair,hair,0.002001047134399414,0.005,True,False
1615644985.8926187,3 2 1,3 1 2,hair,hair,0.0020020008087158203,0.005,True,False
1615644985.9036283,3 2 1,3 2 1,hair,hair,0.007006168365478516,0.005,True,True
1615644985.9096344,3 2 1,3 2 1,hair,hair,0.0020020008087158203,0.005,True,True
1615644985.9146385,3 2 1,3 2 1,hair,hair,0.0020020008087158203,0.005,True,True
1615644985.9216454,3 2 1,1 3 2,hair,hair,0.0030028820037841797,0.005,True,False
1615644985.9266493,3 2 1,3 2 1,hair,hair,0.0020017623901367188,0.005,True,True
1615644985.9326556,3 2 1,1 2 3,hair,hair,0.0020024776458740234,0.005,True,False
1615644985.937659,3 2 1,2 1 3,hair,hair,0.002001047134399414,0.005,True,False
1615644985.9436653,3 2 1,1 2 3,hair,hair,0.002002239227294922,0.005,True,False
1615644985.9492834,3 2 1,2 3 1,hair,hair,0.002615690231323242,0.005,True,False
1615644985.9542875,3 2 1,1 3 2,hair,hair,0.0020020008087158203,0.005,True,False
1615644985.960293,3 2 1,3 2 1,hair,hair,0.0020017623901367188,0.005,True,True
1615644985.9662983,3 2 1,3 2 1,hair,hair,0.0020008087158203125,0.005,True,True
1615644985.9733057,3 2 1,3 1 2,hair,hair,0.0030035972595214844,0.005,True,False
1615644985.9793103,3 2 1,3 1 2,hair,hair,0.0020017623901367188,0.005,True,False
1615644985.9863172,3 2 1,3 2 1,hair,hair,0.0030028820037841797,0.005,True,True
1615644985.9923222,3 2 1,3 1 2,hair,hair,0.0020012855529785156,0.005,True,False
1615644985.9983275,3 2 1,3 2 1,hair,hair,0.0020020008087158203,0.005,True,True
1615644986.005334,3 2 1,2 1 3,hair,hair,0.0020017623901367188,0.005,True,False
1615644986.010773,3 2 1,1 2 3,hair,hair,0.0024361610412597656,0.005,True,False
1615644986.0167785,3 2 1,2 3 1,hair,hair,0.0020020008087158203,0.005,True,False
1615644986.0237849,3 2 1,3 2 1,hair,hair,0.002001523971557617,0.005,True,True
1615644986.0307915,3 2 1,1 2 3,hair,hair,0.0030024051666259766,0.005,True,False
1615644986.036797,3 2 1,3 1 2,hair,hair,0.002002239227294922,0.005,True,False
1615644986.042802,3 2 1,2 1 3,hair,hair,0.0020012855529785156,0.005,True,False
1615644986.0488076,3 2 1,1 2 3,hair,hair,0.0020020008087158203,0.005,True,False
1615644986.0538125,3 2 1,3 2 1,hair,hair,0.0010006427764892578,0.005,True,True
1615644986.0588164,3 2 1,2 1 3,hair,hair,0.0020012855529785156,0.005,True,False
1615644986.063822,3 2 1,2 1 3,hair,hair,0.001001596450805664,0.005,True,False
1615644986.0698278,3 2 1,1 2 3,hair,hair,0.0010008811950683594,0.005,True,False
1615644986.0758324,3 2 1,1 2 3,hair,hair,0.0020017623901367188,0.005,True,False
1615644986.080838,3 2 1,2 3 1,hair,hair,0.0010018348693847656,0.005,True,False
1615644986.0868425,3 2 1,1 2 3,hair,hair,0.0020012855529785156,0.005,True,False
1615644986.0928483,3 2 1,3 2 1,hair,hair,0.0020020008087158203,0.005,True,True
1615644986.0978525,3 2 1,2 1 3,hair,hair,0.0020020008087158203,0.005,True,False
1615644986.10586,3 2 1,3 2 1,hair,hair,0.003003358840942383,0.005,True,True
1615644986.1108644,3 2 1,1 3 2,hair,hair,0.0010008811950683594,0.005,True,False
1615644986.1178706,3 2 1,1 2 3,hair,hair,0.003002643585205078,0.005,True,False
1615644986.123876,3 2 1,1 3 2,hair,hair,0.0020008087158203125,0.005,True,False
1615644986.1308823,3 2 1,3 2 1,hair,hair,0.003002643585205078,0.005,True,True
1615644986.1358879,3 2 1,2 1 3,hair,hair,0.002002239227294922,0.005,True,False
1615644986.1428933,3 2 1,2 1 3,hair,hair,0.0020020008087158203,0.005,True,False
1615644986.1499,3 2 1,3 2 1,hair,hair,0.002001047134399414,0.005,True,True
